RH,LC_band1,LC_band2,LC_band3,Tmax,NDVI,Precipitation,API,Class
71.62221,70,3,26,24.9,0.42200866,0.0,442.5087,0
53.670933,0,0,100,19.1,0.14828685,2.1470919,500.86676,0
64.968056,45,55,0,23.9,0.63505185,0.38094458,1215.6841,0
70.99878,0,0,100,29.7,0.273413,1.2754666,338.38342,0
57.97795,0,0,100,15.5,0.1615214,0.09000928,336.27603,0
60.529533,26,72,2,28.0,0.59920204,6.7283363,2152.8767,0
61.653934,0,0,100,27.5,0.034131113,0.054161288,153.30513,0
57.797565,84,12,4,20.4,0.5284574,0.10658169,482.60788,0
59.63236,61,2,37,26.2,0.07777,0.0007072466,346.32935,0
71.794014,92,8,0,14.8,0.6012617,0.35053742,450.96442,0
60.577213,99,1,0,21.5,0.5567374,0.046266705,1053.1584,0
65.04115,0,0,100,28.1,-0.04285666,0.0062699383,470.59543,0
70.433624,0,0,100,27.3,0.14023368,0.0,326.15787,0
63.894558,14,79,7,21.7,0.5115192,0.5363303,1083.1134,0
70.70827,16,83,1,25.4,0.5273333,6.909051,1705.8167,0
58.34192,97,3,1,20.6,0.42403534,2.1130443,358.37744,0
69.35386,2,65,33,22.3,0.4190124,4.43478,828.21234,0
64.07442,28,69,4,26.4,0.5455631,3.575264,1989.9858,0
57.291878,96,0,4,24.4,0.48270714,0.08209781,278.21878,0
62.837734,63,16,21,16.3,0.39764017,0.73320997,176.93713,0
57.5808,0,0,100,16.2,0.2548889,0.3091142,175.68318,0
78.30091,51,1,48,15.5,0.39093125,6.3495,375.80722,0
63.551533,0,1,99,17.3,0.29006916,0.043242168,80.856255,0
57.96207,15,85,0,26.3,0.6550155,0.0,399.96057,0
70.3724,95,4,0,22.1,0.6751351,0.091699466,400.18558,0
68.1275,58,0,42,26.2,0.31324553,0.32681394,63.060368,0
63.619846,25,66,10,25.3,0.6858804,0.20593278,236.53006,0
61.78828,12,0,88,25.7,0.29792345,0.05950857,1281.2668,0
47.280117,15,53,32,23.4,0.56608284,0.0,283.84863,0
70.762276,10,6,84,23.5,0.3862547,0.93609643,201.50398,0
64.15048,65,4,32,22.9,0.4542876,8.795069,520.47064,0
63.741642,5,2,93,15.8,0.28453484,1.4416153,436.57278,0
68.370125,99,1,0,24.0,0.44458422,1.410923,933.15137,0
67.493095,1,0,99,18.1,0.29735443,0.15722798,177.66978,0
63.856274,58,42,0,23.6,0.70007694,0.0,767.83105,0
64.92956,96,4,0,24.5,0.6495993,2.2722678,747.1065,0
63.59176,0,77,23,19.1,0.5972905,6.1168637,814.8874,0
68.44168,2,9,89,17.7,0.44241464,3.5350804,740.5746,0
68.25589,9,0,91,12.6,0.2640394,0.79532033,205.8634,0
72.482376,44,56,0,26.3,0.30412313,13.56895,1375.0629,0
45.01826,51,7,42,18.8,0.3370287,0.08321972,129.22316,0
62.712097,100,0,0,19.6,0.4031125,1.193008,315.89798,0
64.35006,66,30,5,21.7,0.3737055,0.058406383,100.452644,0
46.744713,0,0,100,11.1,0.18020606,0.012866316,65.713234,0
64.28647,41,59,0,22.4,0.53535545,0.89386004,961.17126,0
66.477135,0,0,100,25.9,0.16239196,0.0,318.41718,0
60.33004,23,42,35,24.6,0.4078631,0.39637277,908.9751,0
66.69409,82,17,1,27.2,0.6397392,0.9331166,1205.83,0
57.75153,0,0,100,28.7,0.17031416,0.35970816,611.1198,0
61.540535,14,47,39,25.9,0.46327588,0.018684506,209.56166,0
60.123436,75,25,0,23.3,0.51364106,0.22113058,362.27222,0
76.17792,5,90,4,22.6,0.30550128,1.0077696,264.53955,0
69.47363,37,63,1,24.8,0.4212364,0.13340436,410.24243,0
65.96088,58,40,2,27.4,0.48919338,4.857313,941.50336,0
69.056694,0,0,100,21.8,0.21469977,0.5631022,142.47433,0
67.01123,2,60,38,22.1,0.52326834,0.20709996,270.90244,0
63.844036,0,0,100,25.0,0.17307839,3.6135654,559.69354,0
69.46868,20,76,4,23.7,0.5989911,0.11945886,4117.5645,0
65.26883,37,59,5,23.4,0.2461306,0.031991024,233.24266,0
67.63928,51,30,19,19.3,0.5367227,0.32532045,154.20947,0
59.51923,6,0,94,14.9,0.2794394,0.80525786,373.36398,0
69.75267,13,2,85,15.9,0.256927,0.49595767,84.553246,0
63.49786,81,19,0,25.2,0.45002374,0.7765358,820.2507,0
72.71574,0,0,100,23.0,0.2153135,0.9718859,224.88539,0
73.08252,66,1,34,18.9,0.3471249,0.110335544,95.916794,0
72.19478,94,0,6,24.5,0.4323178,0.0,84.80193,0
17.018911,0,1,99,15.5,0.12548162,0.025331622,43.817226,0
59.79009,100,0,0,14.7,0.49760377,4.048089,394.30286,0
70.679115,22,71,6,17.8,0.46112674,17.322298,1218.4567,0
47.556496,0,1,99,10.1,0.18688749,0.0009201684,220.6322,0
72.577934,24,0,76,22.2,0.37575406,1.0563527,1070.9602,0
58.15179,10,79,11,26.2,0.4979317,2.501575,1548.7693,0
62.92733,90,0,10,22.3,0.33656478,0.29454818,83.47372,0
63.749626,0,68,31,17.8,0.4775331,15.123422,1268.8557,0
65.9691,38,1,61,20.2,0.33537307,0.3992308,97.203476,0
23.969517,0,0,100,18.3,0.23259178,0.069269754,53.021397,0
65.73249,65,35,0,27.3,0.4445994,0.00734962,89.96895,0
40.953587,0,0,100,12.8,0.2915454,0.0747941,33.724392,0
62.9905,27,46,27,27.4,0.5075693,5.0826964,688.44464,0
2.3985088,0,0,100,18.1,0.12694454,0.14844067,24.448809,0
70.39834,3,85,13,21.1,0.27867246,1.4048237,113.245,0
74.47879,0,0,100,6.8,0.16441342,4.3642035,94.79055,0
65.30575,1,0,99,27.3,-0.035180137,1.1093845,668.82935,0
62.095097,97,3,0,24.0,0.42652893,0.42276442,221.23686,0
64.11537,100,0,0,24.1,0.45178157,0.39354157,359.54343,0
65.50321,61,25,13,25.4,0.34267,2.211074,706.68146,0
79.50788,19,27,54,18.2,0.4638234,0.23636983,179.43672,0
67.22347,96,4,0,22.0,0.5582771,0.0017893787,696.64044,0
57.871716,37,1,62,12.2,0.087399185,0.07317426,144.64978,0
57.46381,58,39,3,24.0,0.40290573,0.031043865,145.51115,0
67.59934,100,0,0,20.0,0.34876618,0.0,108.86504,0
64.57661,0,0,100,27.9,0.19028395,0.18833238,150.01938,0
66.046486,0,0,100,27.1,0.039874785,0.04176879,56.363785,0
77.73235,35,1,65,18.0,0.28304395,0.004180907,65.23065,0
60.662434,6,78,16,24.6,0.39669776,0.044810515,147.60287,0
61.73947,97,3,0,19.7,0.39429453,0.29460785,280.3894,0
59.411423,98,2,0,24.3,0.41789412,0.011513862,73.98804,0
68.13609,1,86,13,21.5,0.4653492,4.433903,1336.5967,0
66.934074,1,87,12,24.2,0.5170864,0.7912912,839.74005,0
67.835045,8,3,89,24.1,0.42395532,0.117059335,124.453896,0
73.093956,63,4,33,22.8,0.4091046,4.1648173,135.46889,0
61.066647,64,9,27,21.2,0.43411234,0.0,118.819405,0
65.205605,31,62,8,25.5,0.6207117,17.23411,1511.2196,0
62.256573,0,0,100,15.8,0.21882886,0.0,190.6857,0
65.70041,45,45,11,29.7,0.57176274,1.2405982,1751.8575,0
69.20407,90,10,0,26.7,0.28868192,0.10910031,346.24637,0
56.09154,55,38,7,24.4,0.54933524,0.023475273,1838.1484,0
61.768795,0,0,100,23.2,0.24468245,0.0,580.52185,0
27.270096,33,5,63,20.4,0.494448,0.023430627,255.58095,0
62.799126,88,8,4,26.5,0.6687781,0.0,1628.0013,0
60.041157,6,13,80,23.8,0.54765093,0.0,304.077,0
59.82584,99,1,0,23.8,0.52702135,0.0,220.75226,0
62.06651,62,34,4,28.5,0.30397797,0.624407,1329.4454,0
63.339424,36,63,1,25.0,0.60042685,0.0,341.4641,0
64.79006,81,16,3,25.9,0.64268345,0.7978837,1493.2458,0
71.39501,0,0,100,15.2,0.1345384,1.9363799,240.77484,0
74.41718,70,27,4,17.0,0.45706102,2.656193,255.57027,0
63.019722,14,4,81,17.0,0.41479456,0.34209302,257.2169,0
62.344654,33,0,67,20.8,0.25560793,0.09757766,195.09096,0
69.10149,8,55,37,20.1,0.38365668,0.008607135,249.56001,0
62.99651,44,43,13,25.8,0.52805364,21.304653,1562.3733,0
75.3907,5,71,24,17.6,0.24618357,2.1832066,216.34618,0
66.06493,99,1,0,24.8,0.45117354,0.56742513,296.38507,0
69.06905,3,92,5,26.0,0.5698405,0.24751103,1772.6384,0
83.05983,20,0,80,17.5,0.2226982,1.4039263,335.3457,0
76.57708,18,77,5,24.9,0.40964,3.2496877,491.03418,0
63.417645,0,61,39,20.2,0.72140324,0.018179666,2321.3389,0
56.23904,73,0,27,22.0,0.4206077,0.0,330.96545,0
60.843914,26,1,72,22.7,0.37981087,0.20674616,102.55468,0
10.365378,0,0,100,15.0,0.1433231,0.017093217,190.80334,0
64.498955,100,0,0,26.8,0.55999404,0.41677725,263.86295,0
67.926506,31,69,0,22.5,0.5643011,0.23962481,1012.91034,0
65.57816,0,0,100,18.2,0.3244198,0.38558254,77.636284,0
61.18118,0,0,100,22.7,0.34007502,0.0,70.9552,0
56.83789,4,78,18,21.7,0.6201975,0.13656285,2548.0876,0
58.210644,0,0,100,28.3,0.022015357,0.0022074624,147.55467,0
55.303265,0,0,100,29.9,-0.010075377,0.13835302,113.546104,0
61.02699,67,10,22,20.7,0.47258517,0.018246826,116.61831,0
68.63949,42,1,57,22.5,0.30090633,0.4111839,131.87483,0
70.52647,89,3,9,25.7,0.4497733,0.464219,110.40464,0
70.17216,97,3,0,25.9,0.68313515,0.00981851,479.73825,0
44.754147,26,5,68,19.6,0.5281683,0.0,155.03172,0
56.891945,9,84,6,26.1,0.5293317,5.6712527,2067.4856,0
28.901804,0,0,100,13.2,0.26169795,0.44090137,313.88937,0
29.002064,14,0,86,18.2,0.24802084,0.033769358,466.105,0
42.57117,0,0,100,17.6,0.26920876,0.038262613,563.35864,0
63.80613,53,47,0,25.4,0.41181508,6.475172,1821.631,0
74.42661,0,0,100,21.6,0.28485355,16.587257,437.17392,0
67.997925,13,87,0,27.3,0.5034491,1.1720287,1324.2258,0
72.82756,99,1,0,27.5,0.66246825,0.7470861,270.8803,0
86.28499,53,1,47,16.5,0.4133177,5.1410356,597.54364,0
65.21411,64,35,1,27.2,0.6784422,1.8647379,595.9628,0
82.44131,14,57,29,16.0,0.58284974,3.2071757,1771.2871,0
60.85196,0,0,100,10.7,0.28552905,0.0,766.58514,0
70.03711,55,1,44,18.1,0.43897402,2.3734813,1313.9402,0
80.87835,0,0,100,11.4,0.20214064,0.34052515,293.67358,0
59.85023,6,9,85,22.7,0.5229088,0.98115623,1228.0701,0
63.425335,93,7,0,28.2,0.70190805,0.040120024,627.0621,0
56.78741,0,0,100,13.6,0.18826197,0.47832924,273.53818,0
70.74856,40,10,50,17.4,0.49954647,0.76263666,238.25986,0
